experimentIndex,experimentName,experimentKey,experimentGroup,description,numRuns,aucMean,aucStd,prAucMean,prAucStd,f1Mean,f1Std,recallMean,recallStd,precisionMean,precisionStd,accuracyMean,accuracyStd,balancedAccuracyMean,balancedAccuracyStd,lossMean,lossStd,epochsCompletedMean,epochsCompletedStd,durationSecondsMean,durationSecondsStd,secondsPerEpochMean,secondsPerEpochStd,stoppedEarlyRate
1,01_components_baseline_original,components_baseline_original,components,"Component-ablation baseline: residual MLP with LayerNorm, GELU, MLP head, weighted BCE, and automatic threshold search.",3,0.967954,0.002037,0.87732,0.001865,0.79876,0.00369,0.857264,0.03091,0.748546,0.017431,0.919644,0.001415,0.895586,0.011184,0.358327,0.012674,30.0,0.0,237.946667,5.010442,7.931556,0.167015,0.0
2,02_components_no_residual,component_no_residual,components,Replace residual blocks with plain feed-forward blocks while keeping the same hidden dimensions.,2,0.965355,0.001837,0.872742,0.005204,0.791627,0.011029,0.852087,0.002521,0.739348,0.021132,0.916469,0.005829,0.891639,0.002609,0.381363,0.009045,30.0,0.0,222.215,3.104199,7.407167,0.103473,0.0
